"File","LineNumber","MatchedText","LooksLikeCode","LineContent"
"nadopaasana\assets\index-xjd9MyXo.js","50","Bhāva","True","• EEG-based focus analytics (Bhāva Cognitive layer)`},{title:""Pedagogy Philosophy"",body:""Bhāva Tech applies brain-based learning principles: spaced repetition through daily rāga drills, procedural mem ...(truncated)"
"nadopaasana\assets\index-xjd9MyXo.js","50","Bhāva","True","• EEG-based focus analytics (Bhāva Cognitive layer)`},{title:""Pedagogy Philosophy"",body:""Bhāva Tech applies brain-based learning principles: spaced repetition through daily rāga drills, procedural mem ...(truncated)"
"nadopaasana\assets\index-xjd9MyXo.js","50","Bhāva","True","• EEG-based focus analytics (Bhāva Cognitive layer)`},{title:""Pedagogy Philosophy"",body:""Bhāva Tech applies brain-based learning principles: spaced repetition through daily rāga drills, procedural mem ...(truncated)"
"nadopaasana\assets\index-xjd9MyXo.js","50","Bhāva","True","• EEG-based focus analytics (Bhāva Cognitive layer)`},{title:""Pedagogy Philosophy"",body:""Bhāva Tech applies brain-based learning principles: spaced repetition through daily rāga drills, procedural mem ...(truncated)"
"nadopaasana\assets\index-Z5VU9LR1.js","9","Bhāva","True","*/var le=g,pe=Symbol.for(""react.element""),ce=Symbol.for(""react.fragment""),me=Object.prototype.hasOwnProperty,ge=le.__SECRET_INTERNALS_DO_NOT_USE_OR_YOU_WILL_BE_FIRED.ReactCurrentOwner,ue={key:!0,ref:! ...(truncated)"
"nadopaasana\assets\index-Z5VU9LR1.js","9","Bhāva","True","*/var le=g,pe=Symbol.for(""react.element""),ce=Symbol.for(""react.fragment""),me=Object.prototype.hasOwnProperty,ge=le.__SECRET_INTERNALS_DO_NOT_USE_OR_YOU_WILL_BE_FIRED.ReactCurrentOwner,ue={key:!0,ref:! ...(truncated)"
"nadopaasana\assets\index-Z5VU9LR1.js","42","Bhāva","True","Devakī haḍedukoṭṭa tevaraṇe`,meaningBrief:""Show us baby Kṛṣṇa who uplifts the world, the delight of Śrīpati's true devotees, the child raised by Yaśodā, the divine one born of Devakī.""}],Ge=[...new Se ...(truncated)"
"nadopaasana\assets\index-Z5VU9LR1.js","50","Bhāva","True","• EEG-based focus analytics (Bhāva Cognitive layer)`},{title:""Pedagogy Philosophy"",body:""Bhāva Tech applies brain-based learning principles: spaced repetition through daily rāga drills, procedural mem ...(truncated)"
"nadopaasana\assets\index-Z5VU9LR1.js","50","Bhāva","True","• EEG-based focus analytics (Bhāva Cognitive layer)`},{title:""Pedagogy Philosophy"",body:""Bhāva Tech applies brain-based learning principles: spaced repetition through daily rāga drills, procedural mem ...(truncated)"
"nadopaasana\assets\index-Z5VU9LR1.js","50","Bhāva","True","• EEG-based focus analytics (Bhāva Cognitive layer)`},{title:""Pedagogy Philosophy"",body:""Bhāva Tech applies brain-based learning principles: spaced repetition through daily rāga drills, procedural mem ...(truncated)"
"nadopaasana\assets\index-Z5VU9LR1.js","50","Bhāva","True","• EEG-based focus analytics (Bhāva Cognitive layer)`},{title:""Pedagogy Philosophy"",body:""Bhāva Tech applies brain-based learning principles: spaced repetition through daily rāga drills, procedural mem ...(truncated)"
"nadopaasana\assets\index-Z5VU9LR1.js","50","Bhāva","True","• EEG-based focus analytics (Bhāva Cognitive layer)`},{title:""Pedagogy Philosophy"",body:""Bhāva Tech applies brain-based learning principles: spaced repetition through daily rāga drills, procedural mem ...(truncated)"
"nadopaasana\assets\index-Z5VU9LR1.js","50","Bhāva","True","• EEG-based focus analytics (Bhāva Cognitive layer)`},{title:""Pedagogy Philosophy"",body:""Bhāva Tech applies brain-based learning principles: spaced repetition through daily rāga drills, procedural mem ...(truncated)"
"nadopaasana\assets\index-Z5VU9LR1.js","50","Bhāva","True","• EEG-based focus analytics (Bhāva Cognitive layer)`},{title:""Pedagogy Philosophy"",body:""Bhāva Tech applies brain-based learning principles: spaced repetition through daily rāga drills, procedural mem ...(truncated)"
"nadopaasana\assets\index-Z5VU9LR1.js","50","Bhāva","True","• EEG-based focus analytics (Bhāva Cognitive layer)`},{title:""Pedagogy Philosophy"",body:""Bhāva Tech applies brain-based learning principles: spaced repetition through daily rāga drills, procedural mem ...(truncated)"
"plane-builder\bhava-bridge.js","2","Bhāva","False","* bhava-bridge.js — Compatibility layer for Bhāva Tech"
"plane-builder\bhava-game-nav.js","2","Bhāva","False","// bhava-game-nav.js  — Universal Game Navigation Bar for Bhāva Tech"
"plane-builder\bhava-game-nav.js","170","Bhāva","True","body.innerHTML = '<div class=""bgnav-loading"">Fetching scores from Bhāva DB…</div>';"
"plane-builder\bhava-game-nav.js","173","Bhava","True","body.innerHTML = '<div class=""bgnav-info"">Bhava IPC not available.<br>Launch from the Electron app.</div>';"
"plane-builder\bhava-responsive.css","2","Bhāva","True","bhava-responsive.css — Global Mobile/Tablet Toolkit for Bhāva Tech Games"
"plane-builder\bhava-responsive.js","2","Bhāva","True","// bhava-responsive.js — Global Mobile/Tablet Toolkit for Bhāva Tech Games"
"plane-builder\bhava-session.js","1","Bhāva","False","// ── Bhāva Tech — Session Tracker + Game Nav v3 ───────────────────────────────"
"plane-builder\bhava-session.js","406","Bhāva","False",".replace(/bh[aā]va|tech/gi, '').trim().slice(0, 32) || 'Bhāva Game';"
"plane-builder\bhava-tech-all.js","2","Bhāva","False","// ║          bhava-tech-all.js — Bhāva Tech                     ║"
"plane-builder\bhava-tech-all.js","12","Bhava","False","/* Bhava Tech — script.js CLEAN BUILD */"
"plane-builder\bhava-tech-all.js","97","Bhava","False","a: 'There are three primary quotients assessed at Bhava Tech. IQ (Intelligence Quotient) measures logical reasoning, memory, problem-solving, and processing speed. EQ (Emotional Quotient) measures sel ...(truncated)"
"plane-builder\bhava-tech-all.js","101","Bhava","False","a: 'No. IQ measures only logical and analytical thinking. Research over 30 years shows that EQ is an equally powerful predictor of success in life, relationships, and career. SQ adds the dimension of  ...(truncated)"
"plane-builder\bhava-tech-all.js","121","Bhava","False","a: 'Brain Gym at Bhava Tech is a structured set of cognitive exercises designed to strengthen specific mental functions - just like physical gym exercises strengthen muscles. It includes memory traini ...(truncated)"
"plane-builder\bhava-tech-all.js","124","Bhava","False","q: 'What methods and techniques does Bhava Tech use?',"
"plane-builder\bhava-tech-all.js","148","Bhava","False","q: 'Can schools and institutions partner with Bhava Tech?',"
"plane-builder\bhava-tech-all.js","186","Bhava","False","{ name: 'Narasimha Rao',    role: 'Parent of Divya (Age 12)', stars: 5, quote: 'The team at Bhava Tech is exceptional. The SQ test revealed intelligence areas we never thought to nurture. Highly recom ...(truncated)"
"plane-builder\bhava-tech-all.js","188","Bhava","False","{ name: 'Dr. Padma Venkat', role: 'School Principal, Vizag',  stars: 5, quote: 'We partnered with Bhava Tech for 60 students. The reports were professional and the Brain Gym sessions kept children gen ...(truncated)"
"plane-builder\bhava-tech-all.js","296","Bhava","False",".then(function(r) { if (!r.ok) throw new Error(); if (st) { st.textContent = 'Subscribed! You will receive Bhava Tech updates.'; st.className = 'status-msg ok'; } nlForm.reset(); })"
"plane-builder\bhava-tech-all.js","331","Bhava","True","var UPI_NAME = 'Bhava Tech';"
"plane-builder\bhava-tech-all.js","468","Bhāva","False","name: 'Bhāva Tech',"
"plane-builder\bhava-tech-all.js","636","Bhāva","False","// SESSION TRACKER — Bhāva Tech"
"plane-builder\bhava-tech-all.js","732","Bhāva","True","<p class=""bv-sub"">You've been exploring Bhāva Tech for 15 minutes — subscribe to keep using Brain Games, Progress Tracking &amp; more."
"plane-builder\bhava-tech-all.js","799","Bhāva","False","toast.textContent = ""✅ Unlocked! Welcome to Bhāva Tech!"";"
"plane-builder\index.html","200","Bhava","True","<p class=""eyebrow"">Bhava Tech · Engineering Adventure 🚀</p>"
"rocket-build-engineer\bhava-bridge.js","2","Bhāva","False","* bhava-bridge.js — Compatibility layer for Bhāva Tech"
"rocket-build-engineer\bhava-game-nav.js","2","Bhāva","False","// bhava-game-nav.js  — Universal Game Navigation Bar for Bhāva Tech"
"rocket-build-engineer\bhava-game-nav.js","170","Bhāva","True","body.innerHTML = '<div class=""bgnav-loading"">Fetching scores from Bhāva DB…</div>';"
"rocket-build-engineer\bhava-game-nav.js","173","Bhava","True","body.innerHTML = '<div class=""bgnav-info"">Bhava IPC not available.<br>Launch from the Electron app.</div>';"
"rocket-build-engineer\bhava-responsive.css","2","Bhāva","True","bhava-responsive.css — Global Mobile/Tablet Toolkit for Bhāva Tech Games"
"rocket-build-engineer\bhava-responsive.js","2","Bhāva","True","// bhava-responsive.js — Global Mobile/Tablet Toolkit for Bhāva Tech Games"
"rocket-build-engineer\bhava-session.js","1","Bhāva","False","// ── Bhāva Tech — Session Tracker + Game Nav v3 ───────────────────────────────"
"rocket-build-engineer\bhava-session.js","406","Bhāva","False",".replace(/bh[aā]va|tech/gi, '').trim().slice(0, 32) || 'Bhāva Game';"
"rocket-build-engineer\bhava-tech-all.js","2","Bhāva","False","// ║          bhava-tech-all.js — Bhāva Tech                     ║"
"rocket-build-engineer\bhava-tech-all.js","12","Bhava","False","/* Bhava Tech — script.js CLEAN BUILD */"
"rocket-build-engineer\bhava-tech-all.js","97","Bhava","False","a: 'There are three primary quotients assessed at Bhava Tech. IQ (Intelligence Quotient) measures logical reasoning, memory, problem-solving, and processing speed. EQ (Emotional Quotient) measures sel ...(truncated)"
"rocket-build-engineer\bhava-tech-all.js","101","Bhava","False","a: 'No. IQ measures only logical and analytical thinking. Research over 30 years shows that EQ is an equally powerful predictor of success in life, relationships, and career. SQ adds the dimension of  ...(truncated)"
"rocket-build-engineer\bhava-tech-all.js","121","Bhava","False","a: 'Brain Gym at Bhava Tech is a structured set of cognitive exercises designed to strengthen specific mental functions - just like physical gym exercises strengthen muscles. It includes memory traini ...(truncated)"
"rocket-build-engineer\bhava-tech-all.js","124","Bhava","False","q: 'What methods and techniques does Bhava Tech use?',"
"rocket-build-engineer\bhava-tech-all.js","148","Bhava","False","q: 'Can schools and institutions partner with Bhava Tech?',"
"rocket-build-engineer\bhava-tech-all.js","186","Bhava","False","{ name: 'Narasimha Rao',    role: 'Parent of Divya (Age 12)', stars: 5, quote: 'The team at Bhava Tech is exceptional. The SQ test revealed intelligence areas we never thought to nurture. Highly recom ...(truncated)"
"rocket-build-engineer\bhava-tech-all.js","188","Bhava","False","{ name: 'Dr. Padma Venkat', role: 'School Principal, Vizag',  stars: 5, quote: 'We partnered with Bhava Tech for 60 students. The reports were professional and the Brain Gym sessions kept children gen ...(truncated)"
"rocket-build-engineer\bhava-tech-all.js","296","Bhava","False",".then(function(r) { if (!r.ok) throw new Error(); if (st) { st.textContent = 'Subscribed! You will receive Bhava Tech updates.'; st.className = 'status-msg ok'; } nlForm.reset(); })"
"rocket-build-engineer\bhava-tech-all.js","331","Bhava","True","var UPI_NAME = 'Bhava Tech';"
"rocket-build-engineer\bhava-tech-all.js","468","Bhāva","False","name: 'Bhāva Tech',"
"rocket-build-engineer\bhava-tech-all.js","636","Bhāva","False","// SESSION TRACKER — Bhāva Tech"
"rocket-build-engineer\bhava-tech-all.js","732","Bhāva","True","<p class=""bv-sub"">You've been exploring Bhāva Tech for 15 minutes — subscribe to keep using Brain Games, Progress Tracking &amp; more."
"rocket-build-engineer\bhava-tech-all.js","799","Bhāva","False","toast.textContent = ""✅ Unlocked! Welcome to Bhāva Tech!"";"
"rocket-build-engineer\index.html","6","Bhāva","False","<title>Rocket Build Engineer — Bhāva Tech</title>"
"rocket-build-engineer\index.html","19","Bhāva","True","<span class=""brand-name"">Bhāva Tech</span>"
"secret-of-silicon-game\bhava-bridge.js","2","Bhāva","False","* bhava-bridge.js — Compatibility layer for Bhāva Tech"
"secret-of-silicon-game\bhava-game-nav.js","2","Bhāva","False","// bhava-game-nav.js  — Universal Game Navigation Bar for Bhāva Tech"
"secret-of-silicon-game\bhava-game-nav.js","170","Bhāva","True","body.innerHTML = '<div class=""bgnav-loading"">Fetching scores from Bhāva DB…</div>';"
"secret-of-silicon-game\bhava-game-nav.js","173","Bhava","True","body.innerHTML = '<div class=""bgnav-info"">Bhava IPC not available.<br>Launch from the Electron app.</div>';"
"secret-of-silicon-game\bhava-responsive.css","2","Bhāva","True","bhava-responsive.css — Global Mobile/Tablet Toolkit for Bhāva Tech Games"
"secret-of-silicon-game\bhava-responsive.js","2","Bhāva","True","// bhava-responsive.js — Global Mobile/Tablet Toolkit for Bhāva Tech Games"
"secret-of-silicon-game\bhava-session.js","1","Bhāva","False","// ── Bhāva Tech — Session Tracker + Game Nav v3 ───────────────────────────────"
"secret-of-silicon-game\bhava-session.js","406","Bhāva","False",".replace(/bh[aā]va|tech/gi, '').trim().slice(0, 32) || 'Bhāva Game';"
"secret-of-silicon-game\bhava-tech-all.js","2","Bhāva","False","// ║          bhava-tech-all.js — Bhāva Tech                     ║"
"secret-of-silicon-game\bhava-tech-all.js","12","Bhava","False","/* Bhava Tech — script.js CLEAN BUILD */"
"secret-of-silicon-game\bhava-tech-all.js","97","Bhava","False","a: 'There are three primary quotients assessed at Bhava Tech. IQ (Intelligence Quotient) measures logical reasoning, memory, problem-solving, and processing speed. EQ (Emotional Quotient) measures sel ...(truncated)"
"secret-of-silicon-game\bhava-tech-all.js","101","Bhava","False","a: 'No. IQ measures only logical and analytical thinking. Research over 30 years shows that EQ is an equally powerful predictor of success in life, relationships, and career. SQ adds the dimension of  ...(truncated)"
"secret-of-silicon-game\bhava-tech-all.js","121","Bhava","False","a: 'Brain Gym at Bhava Tech is a structured set of cognitive exercises designed to strengthen specific mental functions - just like physical gym exercises strengthen muscles. It includes memory traini ...(truncated)"
"secret-of-silicon-game\bhava-tech-all.js","124","Bhava","False","q: 'What methods and techniques does Bhava Tech use?',"
"secret-of-silicon-game\bhava-tech-all.js","148","Bhava","False","q: 'Can schools and institutions partner with Bhava Tech?',"
"secret-of-silicon-game\bhava-tech-all.js","186","Bhava","False","{ name: 'Narasimha Rao',    role: 'Parent of Divya (Age 12)', stars: 5, quote: 'The team at Bhava Tech is exceptional. The SQ test revealed intelligence areas we never thought to nurture. Highly recom ...(truncated)"
"secret-of-silicon-game\bhava-tech-all.js","188","Bhava","False","{ name: 'Dr. Padma Venkat', role: 'School Principal, Vizag',  stars: 5, quote: 'We partnered with Bhava Tech for 60 students. The reports were professional and the Brain Gym sessions kept children gen ...(truncated)"
"secret-of-silicon-game\bhava-tech-all.js","296","Bhava","False",".then(function(r) { if (!r.ok) throw new Error(); if (st) { st.textContent = 'Subscribed! You will receive Bhava Tech updates.'; st.className = 'status-msg ok'; } nlForm.reset(); })"
"secret-of-silicon-game\bhava-tech-all.js","331","Bhava","True","var UPI_NAME = 'Bhava Tech';"
"secret-of-silicon-game\bhava-tech-all.js","468","Bhāva","False","name: 'Bhāva Tech',"
"secret-of-silicon-game\bhava-tech-all.js","636","Bhāva","False","// SESSION TRACKER — Bhāva Tech"
"secret-of-silicon-game\bhava-tech-all.js","732","Bhāva","True","<p class=""bv-sub"">You've been exploring Bhāva Tech for 15 minutes — subscribe to keep using Brain Games, Progress Tracking &amp; more."
"secret-of-silicon-game\bhava-tech-all.js","799","Bhāva","False","toast.textContent = ""✅ Unlocked! Welcome to Bhāva Tech!"";"
